point_number,point_id,scan_order,grid_row,grid_col,row,column,ra,dec,target_ra_hours,target_dec_degrees,target_ra_hms,target_dec_dms,center_distance_deg,nominal_spacing_deg,capture_status,start_time,end_time,duration,error_message,data_filename,session_name,session_id,experiment_label,experiment_visit
11,11,11,0,5,0,5,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0011.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,6
12,12,12,2,2,2,2,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0012.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,3
13,13,13,0,6,0,6,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0013.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,7
14,14,14,2,3,2,3,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0014.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,4
15,15,15,0,7,0,7,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0015.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,8
16,16,16,1,3,1,3,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0016.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,4
17,17,17,0,8,0,8,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0017.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,9
18,18,18,1,4,1,4,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0018.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,5
19,19,19,0,9,0,9,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0019.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,10
20,20,20,2,4,2,4,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0020.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,5
21,21,21,0,10,0,10,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0021.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,11
22,22,22,2,5,2,5,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0022.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,6
23,23,23,0,11,0,11,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0023.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,12
24,24,24,1,5,1,5,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0024.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,6
25,25,25,0,12,0,12,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0025.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,13
26,26,26,1,6,1,6,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0026.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,7
27,27,27,0,13,0,13,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0027.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,14
28,28,28,2,6,2,6,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0028.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,7
29,29,29,0,14,0,14,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0029.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,15
30,30,30,2,7,2,7,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0030.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,8
31,31,31,0,15,0,15,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0031.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,16
32,32,32,1,7,1,7,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0032.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,8
33,33,33,0,16,0,16,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0033.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,17
34,34,34,2,8,2,8,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0034.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,9
35,35,35,0,17,0,17,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0035.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,18
36,36,36,1,8,1,8,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0036.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,9
37,37,37,0,18,0,18,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0037.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,19
38,38,38,1,9,1,9,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0038.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,10
39,39,39,0,19,0,19,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0039.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,20
40,40,40,2,9,2,9,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0040.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,10
41,41,41,0,20,0,20,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0041.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,21
42,42,42,1,10,1,10,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0042.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,11
43,43,43,0,21,0,21,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0043.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,22
44,44,44,2,10,2,10,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0044.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,11
45,45,45,0,22,0,22,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0045.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,23
46,46,46,2,11,2,11,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0046.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,12
47,47,47,0,23,0,23,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0047.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,24
48,48,48,1,11,1,11,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0048.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,12
49,49,49,0,24,0,24,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0049.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,25
50,50,50,2,12,2,12,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0050.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,13
51,51,51,0,25,0,25,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0051.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,26
52,52,52,1,12,1,12,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0052.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,13
53,53,53,0,26,0,26,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0053.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,27
54,54,54,1,13,1,13,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0054.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,14
55,55,55,0,27,0,27,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0055.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,28
56,56,56,2,13,2,13,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0056.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,14
57,57,57,0,28,0,28,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0057.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,29
58,58,58,1,14,1,14,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0058.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,15
59,59,59,0,29,0,29,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0059.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,30
60,60,60,2,14,2,14,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0060.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,15
61,61,61,0,30,0,30,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0061.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,31
62,62,62,2,15,2,15,12.149923,-35.699000,12.149923,-35.699000,12:08:59.724,-35:41:56.40,4.546185,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0062.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,C,16
63,63,63,0,31,0,31,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0063.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,32
64,64,64,1,15,1,15,11.830000,-28.949000,11.830000,-28.949000,11:49:48.000,-28:56:56.40,4.500000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0064.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,B,16
65,65,65,0,32,0,32,11.830000,-33.449000,11.830000,-33.449000,11:49:48.000,-33:26:56.40,0.000000,0.0000000000,planned,,,,,SCIENCE-FORENSICS-EXP-HI148-01-B_0065.dat,SCIENCE-FORENSICS-EXP-HI148-01-B,,A,33
